Veranstalter,Veranstalter*in,veranstaltet durch/von ... ,Organisation,Ausrichtung,veranstaltet durch; veranstaltet von,,,,,,,,,,,,
Verbandsvertreter,Verbandsvertreter*in,,,,,,,,,,,,,,,,
Verbraucher,Verbraucher*in,Verbraucherin bzw. Verbraucher,,,,,,,,,,,,,,,
Verbraucherschützer,Verbraucherschützer*in,für den Verbraucherschutz beauftragte Person,,,,,,,,,,,,,,,
Verbrecher,Verbrecher*in,"Person, die eine Straftat/ein Verbrechen begeht",,,,,,,,,,,,,,,
Verfasser,Verfasser*in,Verfasserin bzw. Verfasser,verfasst von,,,,,,,,,,,,,,
Verfassungsrechtler,Verfassungsrechtler*in,,,,,,,,,,,,,,,,
Verfassungsrichter,Verfassungsrichter*in,,,,,,,,,,,,,,,,
Verfassungsschützer,Verfassungsschützer*in,,,,,,,,,,,,,,,,
Verfechter,Verfechter*in,für einen Standpunkt einstehende Person,für ... einstehende Person,,,,,,,,,,,,,,
Verhandler,Verhandler*in,,,,,,,,,,,,,,,,
Verkäufer,Verkäufer*in,Kaufhauspersonal,Personal,Verkaufskraft,Verkaufsperson,Verkäuferin bzw. Verkäufer,Angestellten,Verkaufspersonal,,,,,,,,,
Verkehrsteilnehmer,Verkehrsteilnehmer*in,,,,,,,,,,,,,,,,
Verleger,Verleger*in,,,,,,,,,,,,,,,,
Verlierer,Verlierer*in,der letzte Platz,,,,,,,,,,,,,,,
Vermieter,Vermieter*in,vermietende Person,,,,,,,,,,,,,,,
Vernetzer,Vernetzer*in,,,,,,,,,,,,,,,,
Verschwörer,Verschwörer*in,,,,,,,,,,,,,,,,
Verschwörungsanhänger,Verschwörungsanhänger*in,,,,,,,,,,,,,,,,
Verschwörungsideolog,Verschwörungsideolog*in,,,,,,,,,,,,,,,,
Verschwörungstheoretiker,Verschwörungstheoretiker*in,,,,,,,,,,,,,,,,
Verteidiger,Verteidiger*in,Verteidigung,Rechtsvertretung,Verteidigung; Rechtsvertretung,,,,,,,,,,,,,
Vertragsarbeiter,Vertragsarbeiter*in,,,,,,,,,,,,,,,,
Vertreter,Vertreter*in,in vertretender Position,Mitglied von ... ,vertreten durch,Vertretung,,,,,,,,,,,,
Verursacher,Verursacher*in,verursachende Person,,,,,,,,,,,,,,,
Verwaltungsmitarbeiter,Verwaltungsmitarbeiter*in,,,,,,,,,,,,,,,,
Veteran,Veteran*in,ehemalige Kriegsteilnehmende,Altgediente,altgediente Person,,,,,,,,,,,,,
Videokünstler,Videokünstler*in,,,,,,,,,,,,,,,,
Viertklässler,Viertklässler*in,,,,,,,,,,,,,,,,
Vietnames,Vietnames*in,,,,,,,,,,,,,,,,
Virolog,Virolog*in,,,,,,,,,,,,,,,,
Vizepräsident,Vizepräsident*in,Vizevorsitz,Vizepräsidentschaft,Vize,Vizepräsidentin bzw. Vizepräsident,,,,,,,,,,,,
Volksvertreter,Volksvertreter*in,,,,,,,,,,,,,,,,
Vollstrecker,Vollstrecker*in,,,,,,,,,,,,,,,,
Wähler,Wähler*in,Wahlberechtigte,,,,,,,,,,,,,,,
Wahlhelfer,Wahlhelfer*in,,,,,,,,,,,,,,,,
Wahlkämpfer,Wahlkämpfer*in,,,,,,,,,,,,,,,,
Wahlkampfhelfer,Wahlkampfhelfer*in,,,,,,,,,,,,,,,,
Waldbesetzer,Waldbesetzer*in,,,,,,,,,,,,,,,,
Waldbesitzer,Waldbesitzer*in,,,,,,,,,,,,,,,,
Wanderarbeiter,Wanderarbeiter*in,,,,,,,,,,,,,,,,
Wechselwähler,Wechselwähler*in,,,,,,,,,,,,,,,,
Wegbegleiter,Wegbegleiter*in,wegbegleitende Person,Wegbegleitung,,,,,,,,,,,,,,
Weggefährt,Weggefährt*in,,,,,,,,,,,,,,,,
Werber,Werber*in,,,,,,,,,,,,,,,,
Werkvertragsarbeiter,Werkvertragsarbeiter*in,,,,,,,,,,,,,,,,
Westeuropäer,Westeuropäer*in,Westeuropäerin bzw. Westeuropäer,,,,,,,,,,,,,,,
Wettkämpfer,Wettkämpfer*in,,,,,,,,,,,,,,,,
Whistleblower,Whistleblower*in,,,,,,,,,,,,,,,,
Widersacher,Widersacher*in,Widerpart,Konkurrenz,,,,,,,,,,,,,,
Widerstandskämpfer,Widerstandskämpfer*in,,,,,,,,,,,,,,,,
Wiener,Wiener*in,Wienerin bzw. Wiener,,,,,,,,,,,,,,,
Winzer,Winzer*in,Weinbau betreibende Person,Winzerin bzw. Winzer,,,,,,,,,,,,,,
Wirt,Wirt*in,,,,,,,,,,,,,,,,
Wirtschaftsvertreter,Wirtschaftsvertreter*in,,,,,,,,,,,,,,,,
Wirtschaftswissenschaftler,Wirtschaftswissenschaftler*in,,,,,,,,,,,,,,,,
Wissenschafter,Wissenschafter*in,Wissenschafterin bzw. Wissensschafter,,,,,,,,,,,,,,,
Wissenschaftler,Wissenschaftler*in,Mensch aus der Wissenschaft,forschende Person,Wissenschaftlerin bzw. Wissenschaftler,,,,,,,,,,,,,
Wissenschaftspolitiker,Wissenschaftspolitiker*in,,,,,,,,,,,,,,,,
Wohnungseigentümer,Wohnungseigentümer*in,,,,,,,,,,,,,,,,
Wortführer,Wortführer*in,,,,,,,,,,,,,,,,
Wutbürger,Wutbürger*in,,,,,,,,,,,,,,,,
Yorker,Yorker*in,,,,,,,,,,,,,,,,
Youtuber,Youtuber*in,,,,,,,,,,,,,,,,
Zeichner,Zeichner*in,,,,,,,,,,,,,,,,
Zeitarbeiter,Zeitarbeiter*in,,,,,,,,,,,,,,,,
Zeitgenoss,Zeitgenoss*in,,,,,,,,,,,,,,,,
Zeitzeug,Zeitzeug*in,,,,,,,,,,,,,,,,
Zeug,Zeug*in,,,,,,,,,,,,,,,,
Zivilist,Zivilist*in,Zivilperson,Zivilpersonen,,,,,,,,,,,,,,
Zollbeamt,Zollbeamt*in,,,,,,,,,,,,,,,,
Züchter,Züchter*in,Fachperson Tier-/Pflanzen-/...-Zucht,Züchterin bzw. Züchter,,,,,,,,,,,,,,
Zugbegleiter,Zugbegleiter*in,Zugbegleiterin bzw. Zugbegleiter,,,,,,,,,,,,,,,
Zuhörer,Zuhörer*in,Auditorium,Publikum,Zuhörende,Zuhörerin bzw. Zuhörer,,,,,,,,,,,,
Zuschauer,Zuschauer*in,Person aus dem Publikum,Zuschauerin bzw. Zuschauer,Publikum,,,,,,,,,,,,,
Zusteller,Zusteller*in,,,,,,,,,,,,,,,,
Zuwander,Zuwander*in,,,,,,,,,,,,,,,,
Zwangsarbeiter,Zwangsarbeiter*in,,,,,,,,,,,,,,,,
Abbrecher,Abbrecher*in,,,,,,,,,,,,,,,,
Abgänger,Abgänger*in,absolvierende Person,Abschluss innehabende Person,,,,,,,,,,,,,,
Abweichler,Abweichler*in,,,,,,,,,,,,,,,,
Achtklässler,Achtklässler*in,,,,,,,,,,,,,,,,
Administrator,Administrator*in,Administration,Admin,Admins,Administrierende,Administratorin und Administrator,Administratorin bzw. Administrator,,,,,,,,,,
Aktionskünstler,Aktionskünstler*in,,,,,,,,,,,,,,,,
Alkoholiker,Alkoholiker*in,alkoholsüchtige Person,Person mit Alkoholsucht,Suchtkranke,,,,,,,,,,,,,
Alleinerzieher,Alleinerzieher*in,,,,,,,,,,,,,,,,
Alleinverdiener,Alleinverdiener*in,Alleinverdienerin bzw. Alleinverdiener,,,,,,,,,,,,,,,
Allgemeinmediziner,Allgemeinmediziner*in,Allgemeinmedizin praktizierende Person,,,,,,,,,,,,,,,
Alltagsradler,Alltagsradler*in,,,,,,,,,,,,,,,,
Altenfachbetreuer,Altenfachbetreuer*in,,,,,,,,,,,,,,,,
Altenpflegehelfer,Altenpflegehelfer*in,,,,,,,,,,,,,,,,
Altenpfleger,Altenpfleger*in,Pflegefachkraft,Pflegefachperson,Altenpflegeperson,Krankenpflegeperson,Fachkraft für Altenpflege,Pflegepersonal,Altenpflegerin und Altenpfleger,,,,,,,,,
Amateurfotograf,Amateurfotograf*in,,,,,,,,,,,,,,,,
Amtsleiter,Amtsleiter*in,Amtsleiterin und Amtsleiter,,,,,,,,,,,,,,,
Amtstierärzt,Amtstierärzt*in,,,,,,,,,,,,,,,,
Analytiker,Analytiker*in,Analytikerin und Analytiker,,,,,,,,,,,,,,,
Änderungsschneider,Änderungsschneider*in,,,,,,,,,,,,,,,,
Anführer,Anführer*in,,,,,,,,,,,,,,,,
Animator,Animator*in,,,,,,,,,,,,,,,,
Anlagenmechaniker,Anlagenmechaniker*in,,,,,,,,,,,,,,,,
Anleiter,Anleiter*in,anleitende Person,Anleitung,,,,,,,,,,,,,,
Anrainer,Anrainer*in,Person nebenan,"Person, die nebenan wohnt","Person, der das Grundstück nebenan gehört",Anrainerin bzw. Anrainer,,,,,,,,,,,,
Anrufer,Anrufer*in,angerufen hat,Anruf von,Anruferin und Anrufer,,,,,,,,,,,,,
Anteilseigner,Anteilseigner*in,,,,,,,,,,,,,,,,
Antimilitarist,Antimilitarist*in,,,,,,,,,,,,,,,,
Antragssteller,Antragssteller*in,,,,,,,,,,,,,,,,
Arbeiternehmer,Arbeiternehmer*in,Belegschaft,Beschäftigte,,,,,,,,,,,,,,
Arbeitsvermittler,Arbeitsvermittler*in,,,,,,,,,,,,,,,,
Archäolog,Archäolog*in,,,,,,,,,,,,,,,,
Arzthelfer,Arzthelfer*in,Arzthelferin und Arzthelfer,,,,,,,,,,,,,,,
Aspirant,Aspirant*in,bewerbende Person,,,,,,,,,,,,,,,
Assistenznehmer,Assistenznehmer*in,,,,,,,,,,,,,,,,
Asthmatiker,Asthmatiker*in,,,,,,,,,,,,,,,,
Asylant,Asylant*in,,,,,,,,,,,,,,,,
Asylwerber,Asylwerber*in,Asylwerberin und Asylwerber,Asylsuchende,Personen im Asylverfahren,,,,,,,,,,,,,
Athener,Athener*in,,,,,,,,,,,,,,,,
Atomgegner,Atomgegner*in,,,,,,,,,,,,,,,,
Aufnahmeleiter,Aufnahmeleiter*in,,,,,,,,,,,,,,,,
Aufsteiger,Aufsteiger*in,,,,,,,,,,,,,,,,
Aufstocker,Aufstocker*in,,,,,,,,,,,,,,,,
Auftragnehmer,Auftragnehmer*in,einen Auftrag entgegennehmende / annehmende Person,Auftragnehmerin bzw. Auftragnehmer,,,,,,,,,,,,,,
Augenoptiker,Augenoptiker*in,,,,,,,,,,,,,,,,
Augenzeug,Augenzeug*in,,,,,,,,,,,,,,,,
Auskenner,Auskenner*in,,,,,,,,,,,,,,,,
Außendienstmitarbeiter,Außendienstmitarbeiter*in,Außendienstmitarbeiterin und Außendienstmitarbeiter,,,,,,,,,,,,,,,
Außenseiter,Außenseiter*in,,,,,,,,,,,,,,,,
Aussiedler,Aussiedler*in,ausgesiedelte Person,,,,,,,,,,,,,,,
Ausstellungsmacher,Ausstellungsmacher*in,,,,,,,,,,,,,,,,
Austauschschüler,Austauschschüler*in,,,,,,,,,,,,,,,,
Australier,Australier*in,,,,,,,,,,,,,,,,
Autogrammjäger,Autogrammjäger*in,,,,,,,,,,,,,,,,
Autolenker,Autolenker*in,,,,,,,,,,,,,,,,
Automechaniker,Automechaniker*in,Automechanikerin und Automechaniker,,,,,,,,,,,,,,,
Autopendler,Autopendler*in,,,,,,,,,,,,,,,,
Avantgardist,Avantgardist*in,,,,,,,,,,,,,,,,
Babysitter,Babysitter*in,Aufsichtsperson,babysittende Person,Kinderbetreuung,Babysitterin bzw. Babysitter,,,,,,,,,,,,
Bäckereifachverkäufer,Bäckereifachverkäufer*in,,,,,,,,,,,,,,,,
Bäcker,Bäcker*in,Backwaren produzierende Person,Gebäck herstellende Person,Bäckerei,Bäckerin und Bäcker,,,,,,,,,,,,
Bäckermeister,Bäckermeister*in,,,,,,,,,,,,,,,,
Backgroundsänger,Backgroundsänger*in,,,,,,,,,,,,,,,,
Balletttänzer,Balletttänzer*in,,,,,,,,,,,,,,,,
Banker,Banker*in,,,,,,,,,,,,,,,,
Bankkund,Bankkund*in,,,,,,,,,,,,,,,,
Bassist,Bassist*in,,,,,,,,,,,,,,,,
Bastler,Bastler*in,,,,,,,,,,,,,,,,
Bauherr,Bauherr*in,Bauverantwortliche,Bauleute,Auftraggebende Person / Instanz,den Bau in Auftrag gebende Person,den Bau in Auftrag gebende Personen,Bauherrin bzw. Bauherr,,,,,,,,,,
Bauleiter,Bauleiter*in,,,,,,,,,,,,,,,,
Baumeister,Baumeister*in,,,,,,,,,,,,,,,,
Bautechniker,Bautechniker*in,,,,,,,,,,,,,,,,
Beamte,Beamten*in,Beamte*in,verbeamtete Person,Person im Beamtenstatus,Beamtin bzw. Beamter,,,,,,,,,,,,
Beamtenanwärter,Beamtenanwärter*in,,,,,,,,,,,,,,,,
Bearbeiter,Bearbeiter*in,den Vorgang betreuende Person,zuständige Person,Bearbeiterin bzw. Bearbeiter,bearbeitet von,,,,,,,,,,,,
Bedenkenträger,Bedenkenträger*in,,,,,,,,,,,,,,,,
Behördenvertreter,Behördenvertreter*in,,,,,,,,,,,,,,,,
Beifahrer,Beifahrer*in,Beifahrerin und Beifahrer,,,,,,,,,,,,,,,
Beisitzer,Beisitzer*in,Beisitzerin und Beisitzer,Beisitzende,,,,,,,,,,,,,,
Benutzer,Benutzer*in,anwendende Person,nutzende Person,Benutzerin und Benutzer,,,,,,,,,,,,,
Benützer,Benützer*in,,,,,,,,,,,,,,,,
Bergsteiger,Bergsteiger*in,,,,,,,,,,,,,,,,
Berlin,Berlin*in,,,,,,,,,,,,,,,,
Berufsanfänger,Berufsanfänger*in,,,,,,,,,,,,,,,,
Berufsberater,Berufsberater*in,,,,,,,,,,,,,,,,
Berufsbetreuer,Berufsbetreuer*in,,,,,,,,,,,,,,,,
Berufseinsteiger,Berufseinsteiger*in,,,,,,,,,,,,,,,,
Berufskraftfahrer,Berufskraftfahrer*in,qualifizierte fahrzeugführende Person (nach BKrFQG),,,,,,,,,,,,,,,
Berufsschullehrer,Berufsschullehrer*in,,,,,,,,,,,,,,,,
Besserwisser,Besserwisser*in,,,,,,,,,,,,,,,,
Betriebsinhaber,Betriebsinhaber*in,,,,,,,,,,,,,,,,
Betriebsleiter,Betriebsleiter*in,Betriebsleiterin bzw. -leiter,Betriebsleitung,,,,,,,,,,,,,,
Betriebsprüfer,Betriebsprüfer*in,Betriebsprüferin bzw. Betriebsprüfer,,,,,,,,,,,,,,,
Betriebswirt,Betriebswirt*in,betriebswirtschaftende Person,,,,,,,,,,,,,,,
Bettler,Bettler*in,,,,,,,,,,,,,,,,
Bewährungshelfer,Bewährungshelfer*in,,,,,,,,,,,,,,,,
Bezieher,Bezieher*in,,,,,,,,,,,,,,,,
Bezirksbürgermeister,Bezirksbürgermeister*in,,,,,,,,,,,,,,,,
Bezirkspolitiker,Bezirkspolitiker*in,,,,,,,,,,,,,,,,
Bezirksvorsteher,Bezirksvorsteher*in,Bezirksvorsteherin bzw. -vorsteher,,,,,,,,,,,,,,,
Bibliothekar,Bibliothekar*in,Bibliothekarin und Bibliothekar,,,,,,,,,,,,,,,
Biertrinker,Biertrinker*in,,,,,,,,,,,,,,,,
Biker,Biker*in,,,,,,,,,,,,,,,,
Bilanzbuchhalter,Bilanzbuchhalter*in,,,,,,,,,,,,,,,,
Bildungsberater,Bildungsberater*in,,,,,,,,,,,,,,,,
Bildungsbürger,Bildungsbürger*in,,,,,,,,,,,,,,,,
Bildungsreferent,Bildungsreferent*in,,,,,,,,,,,,,,,,
Binnenschiffer,Binnenschiffer*in,,,,,,,,,,,,,,,,
Biologielehrer,Biologielehrer*in,,,,,,,,,,,,,,,,
Blasmusiker,Blasmusiker*in,,,,,,,,,,,,,,,,
Blutspender,Blutspender*in,,,,,,,,,,,,,,,,
Bodenleger,Bodenleger*in,,,,,,,,,,,,,,,,
Bootsbauer,Bootsbauer*in,,,,,,,,,,,,,,,,
Bordellbetreiber,Bordellbetreiber*in,,,,,,,,,,,,,,,,
Botaniker,Botaniker*in,,,,,,,,,,,,,,,,
Boxer,Boxer*in,,,,,,,,,,,,,,,,
Braunschweiger,Braunschweiger*in,,,,,,,,,,,,,,,,
Briefempfänger,Briefempfänger*in,,,,,,,,,,,,,,,,
Briefträger,Briefträger*in,Briefzustellung,Postzustellung,,,,,,,,,,,,,,
Brillenträger,Brillenträger*in,Personen mit Brille,,,,,,,,,,,,,,,
Bundeskanzler,Bundeskanzler*in,(oberste) Führungskraft der Bundesregierung,Leitung der Bundesregierung,,,,,,,,,,,,,,
Bundesminister,Bundesminister*in,,,,,,,,,,,,,,,,
Bundespolizist,Bundespolizist*in,,,,,,,,,,,,,,,,
Bundesrichter,Bundesrichter*in,,,,,,,,,,,,,,,,
Bundestagskandidat,Bundestagskandidat*in,,,,,,,,,,,,,,,,
Bundestrainer,Bundestrainer*in,,,,,,,,,,,,,,,,
Bündner,Bündner*in,,,,,,,,,,,,,,,,
Burgenländer,Burgenländer*in,Burgenländerin und Burgenländer,,,,,,,,,,,,,,,
Bürgerjournalist,Bürgerjournalist*in,,,,,,,,,,,,,,,,
Bürgermeisterkandidat,Bürgermeisterkandidat*in,Kandidatur für das Amt des Stadtoberhaupts,,,,,,,,,,,,,,,
Büttenredner,Büttenredner*in,,,,,,,,,,,,,,,,
Campaigner,Campaigner*in,,,,,,,,,,,,,,,,
Cellist,Cellist*in,,,,,,,,,,,,,,,,
Chefredakteur,Chefredakteur*in,Chefredakteurin bzw. - redakteur,,,,,,,,,,,,,,,
Chemiker,Chemiker*in,Fachkraft für Chemie,Chemikerin bzw. Chemiker,Chemikerin und Chemiker,,,,,,,,,,,,,
Choreograph,Choreograph*in,,,,,,,,,,,,,,,,
Chorleiter,Chorleiter*in,Chorleitung,,,,,,,,,,,,,,,
Chorsänger,Chorsänger*in,,,,,,,,,,,,,,,,
Clown,Clown*in,Clownin bzw. Clown,,,,,,,,,,,,,,,
Controller,Controller*in,Controllerin bzw. Controller,,,,,,,,,,,,,,,
Cutter,Cutter*in,,,,,,,,,,,,,,,,
Dachdecker,Dachdecker*in,Dachdeckerin und Dachdecker,,,,,,,,,,,,,,,
Dekan,Dekan*in,Leitung des Dekanats,Dekanat,Dekanate,Dekanin bzw. Dekan,,,,,,,,,,,,
Delinquent,Delinquent*in,,,,,,,,,,,,,,,,
Demoteilnehmer,Demoteilnehmer*in,,,,,,,,,,,,,,,,
Denkmalschützer,Denkmalschützer*in,,,,,,,,,,,,,,,,
Dentalhygieniker,Dentalhygieniker*in,,,,,,,,,,,,,,,,
Detektiv,Detektiv*in,,,,,,,,,,,,,,,,
Deutschlehrer,Deutschlehrer*in,,,,,,,,,,,,,,,,
Diabetesberater,Diabetesberater*in,,,,,,,,,,,,,,,,
Diakon,Diakon*in,,,,,,,,,,,,,,,,
Dichter,Dichter*in,dichtende Person,poetische Person,,,,,,,,,,,,,,
Didaktiker,Didaktiker*in,,,,,,,,,,,,,,,,
Dieb,Dieb*in,Kriminelle,Langfinger,Eigentum entwendende Person,,,,,,,,,,,,,
Diener,Diener*in,,,,,,,,,,,,,,,,
Dienstleister,Dienstleister*in,dienstleistende Person,dienstleistendes Unternehmen,Dienstleistungsunternehmen,Dienstleisterin bzw. Dienstleister,,,,,,,,,,,,
Dieselfahrer,Dieselfahrer*in,,,,,,,,,,,,,,,,
Diplomsozialbetreuer,Diplomsozialbetreuer*in,,,,,,,,,,,,,,,,
Dirigent,Dirigent*in,unter dem Dirigat von ...,unter Leitung von ... ,Dirigentin bzw. Dirigent,,,,,,,,,,,,,
Diskussionsteilnehmer,Diskussionsteilnehmer*in,,,,,,,,,,,,,,,,
Dissident,Dissident*in,,,,,,,,,,,,,,,,
Doktor,Doktor*in,Doktorin bzw. Doktor,,,,,,,,,,,,,,,
Drahtzieher,Drahtzieher*in,,,,,,,,,,,,,,,,
Dramaturg,Dramaturg*in,,,,,,,,,,,,,,,,
Drogenberater,Drogenberater*in,,,,,,,,,,,,,,,,
Drogengebraucher,Drogengebraucher*in,,,,,,,,,,,,,,,,
Drogenkonsument,Drogenkonsument*in,,,,,,,,,,,,,,,,
Drucker,Drucker*in,,,,,,,,,,,,,,,,
Durchschnittsbürger,Durchschnittsbürger*in,,,,,,,,,,,,,,,,
Ehebrecher,Ehebrecher*in,,,,,,,,,,,,,,,,
Ehrenämtler,Ehrenämtler*in,,,,,,,,,,,,,,,,
Ehrenbürger,Ehrenbürger*in,,,,,,,,,,,,,,,,
Eigenheimbesitzer,Eigenheimbesitzer*in,,,,,,,,,,,,,,,,
Einsatzleiter,Einsatzleiter*in,,,,,,,,,,,,,,,,
Einsender,Einsender*in,,,,,,,,,,,,,,,,
Einsteiger,Einsteiger*in,,,,,,,,,,,,,,,,
Einzelfallhelfer,Einzelfallhelfer*in,,,,,,,,,,,,,,,,
Einzelkämpfer,Einzelkämpfer*in,,,,,,,,,,,,,,,,
Einzelläufer,Einzelläufer*in,,,,,,,,,,,,,,,,
Einzelspieler,Einzelspieler*in,,,,,,,,,,,,,,,,
Einzelsportler,Einzelsportler*in,,,,,,,,,,,,,,,,
Eisenbahner,Eisenbahner*in,,,,,,,,,,,,,,,,
Eiskunstläufer,Eiskunstläufer*in,,,,,,,,,,,,,,,,
Eisverkäufer,Eisverkäufer*in,,,,,,,,,,,,,,,,
Elektrotechniker,Elektrotechniker*in,Fachkraft für elektrotechnische Anlagen,,,,,,,,,,,,,,,
Energieberater,Energieberater*in,,,,,,,,,,,,,,,,
Entdecker,Entdecker*in,,,,,,,,,,,,,,,,
Entwicklungshelfer,Entwicklungshelfer*in,,,,,,,,,,,,,,,,
Erfinder,Erfinder*in,erfindende Person,ideenfindende Person,,,,,,,,,,,,,,
Ergotherapeut,Ergotherapeut*in,in der Ergotherapie tätige Person,Ergotherapeutin bzw. Ergotherapeut,,,,,,,,,,,,,,
Ernährungsberater,Ernährungsberater*in,,,,,,,,,,,,,,,,
Ersatzspieler,Ersatzspieler*in,,,,,,,,,,,,,,,,
Ersteller,Ersteller*in,erstellt von ... ,,,,,,,,,,,,,,,
Ersthelfer,Ersthelfer*in,erste Hilfe leistende Person,in Erster Hilfe geschulte Person,Ersthelferin bzw. Ersthelfer,,,,,,,,,,,,,
Erstunterzeichner,Erstunterzeichner*in,,,,,,,,,,,,,,,,
Erziehungswissenschaftler,Erziehungswissenschaftler*in,,,,,,,,,,,,,,,,
Exilant,Exilant*in,,,,,,,,,,,,,,,,
Exilpolitiker,Exilpolitiker*in,,,,,,,,,,,,,,,,
Existenzgründer,Existenzgründer*in,,,,,,,,,,,,,,,,
Exzentriker,Exzentriker*in,,,,,,,,,,,,,,,,
Fachassistent,Fachassistent*in,Fachassistentin bzw. Fachassistent,Fachassistenz,,,,,,,,,,,,,,
Fachberater,Fachberater*in,Fachberatung,,,,,,,,,,,,,,,
Fachinformatiker,Fachinformatiker*in,,,,,,,,,,,,,,,,
Fachlehrer,Fachlehrer*in,,,,,,,,,,,,,,,,
Fachreferent,Fachreferent*in,Fachreferentin bzw. Fachreferent,,,,,,,,,,,,,,,
Fachschüler,Fachschüler*in,,,,,,,,,,,,,,,,
Fachverkäufer,Fachverkäufer*in,,,,,,,,,,,,,,,,
Fahranfänger,Fahranfänger*in,,,,,,,,,,,,,,,,
Fahrschüler,Fahrschüler*in,,,,,,,,,,,,,,,,
Fallmanager,Fallmanager*in,,,,,,,,,,,,,,,,
Fanatiker,Fanatiker*in,,,,,,,,,,,,,,,,
Fassader,Fassader*in,,,,,,,,,,,,,,,,
Fechter,Fechter*in,,,,,,,,,,,,,,,,
Feind,Feind*in,verfeindete Person,,,,,,,,,,,,,,,
Feinwerkmechaniker,Feinwerkmechaniker*in,,,,,,,,,,,,,,,,
Feminst,Feminst*in,,,,,,,,,,,,,,,,
Fernsehmacher,Fernsehmacher*in,,,,,,,,,,,,,,,,
Festbesucher,Festbesucher*in,,,,,,,,,,,,,,,,
Festredner,Festredner*in,,,,,,,,,,,,,,,,
Feuilletonist,Feuilletonist*in,,,,,,,,,,,,,,,,
Filialleiter,Filialleiter*in,,,,,,,,,,,,,,,,
Filmkritiker,Filmkritiker*in,,,,,,,,,,,,,,,,
Filmmacher,Filmmacher*in,,,,,,,,,,,,,,,,
Finanzpolitiker,Finanzpolitiker*in,,,,,,,,,,,,,,,,
Firmenchef,Firmenchef*in,,,,,,,,,,,,,,,,
Fleischereifachverkäufer,Fleischereifachverkäufer*in,,,,,,,,,,,,,,,,
Fleischer,Fleischer*in,Fleischerin und Fleischer,,,,,,,,,,,,,,,
Flensburger,Flensburger*in,,,,,,,,,,,,,,,,
Fliesenleger,Fliesenleger*in,Fliesenlegerin und Fliesenleger,,,,,,,,,,,,,,,
Florist,Florist*in,,,,,,,,,,,,,,,,
Flüchtlingshelfer,Flüchtlingshelfer*in,,,,,,,,,,,,,,,,
Flugzeugführer,Flugzeugführer*in,,,,,,,,,,,,,,,,
Förder,Förder*in,,,,,,,,,,,,,,,,
Förderlehrer,Förderlehrer*in,,,,,,,,,,,,,,,,
Fotojournalist,Fotojournalist*in,,,,,,,,,,,,,,,,
Fotoschüler,Fotoschüler*in,,,,,,,,,,,,,,,,
Fragesteller,Fragesteller*in,,,,,,,,,,,,,,,,
Fraktionschef,Fraktionschef*in,,,,,,,,,,,,,,,,
Frankfurter,Frankfurter*in,,,,,,,,,,,,,,,,
Frauenminister,Frauenminister*in,,,,,,,,,,,,,,,,
Freiheitskämpfer,Freiheitskämpfer*in,,,,,,,,,,,,,,,,
Freizeitsportler,Freizeitsportler*in,,,,,,,,,,,,,,,,
Frisör,Frisör*in,Frisörin bzw. Frisör,,,,,,,,,,,,,,,
Frühaufsteher,Frühaufsteher*in,,,,,,,,,,,,,,,,
Führer,Führer*in,Führerin und Führer,,,,,,,,,,,,,,,
Führerscheinbesitzer,Führerscheinbesitzer*in,,,,,,,,,,,,,,,,
Fundraiser,Fundraiser*in,,,,,,,,,,,,,,,,
Funktionsträger,Funktionsträger*in,in Funktion gewählte Person,verantwortliche/beauftragte/bevollmächtigte Person,,,,,,,,,,,,,,
Fürsprecher,Fürsprecher*in,Unterstützung,Unterstützungskraft,Support,,,,,,,,,,,,,
Fürst,Fürst*in,,,,,,,,,,,,,,,,
Fußballer,Fußballer*in,,,,,,,,,,,,,,,,
Fußpfleger,Fußpfleger*in,,,,,,,,,,,,,,,,
Galerist,Galerist*in,,,,,,,,,,,,,,,,
Ganztagsschüler,Ganztagsschüler*in,,,,,,,,,,,,,,,,
Gartenbesitzer,Gartenbesitzer*in,,,,,,,,,,,,,,,,
Gästeführer,Gästeführer*in,Reiseführung,Reiseleitung,(Tourguide),,,,,,,,,,,,,
Gastkünstler,Gastkünstler*in,,,,,,,,,,,,,,,,
Gastkurator,Gastkurator*in,,,,,,,,,,,,,,,,
Gastschüler,Gastschüler*in,,,,,,,,,,,,,,,,
Gebärdendolmetscher,Gebärdendolmetscher*in,,,,,,,,,,,,,,,,
Gebärdensprachdolmetscher,Gebärdensprachdolmetscher*in,,,,,,,,,,,,,,,,
Gebäudereiniger,Gebäudereiniger*in,,,,,,,,,,,,,,,,
Geburtshelfer,Geburtshelfer*in,,,,,,,,,,,,,,,,
Gedächtnistrainer,Gedächtnistrainer*in,,,,,,,,,,,,,,,,
Gefährt,Gefährt*in,,,,,,,,,,,,,,,,
Gegenspieler,Gegenspieler*in,gegnerische Partei,widerstreitende Person,Counterpart,Konkurrenz,,,,,,,,,,,,
Gegenwartskünstler,Gegenwartskünstler*in,,,,,,,,,,,,,,,,
Geheimdienstler,Geheimdienstler*in,,,,,,,,,,,,,,,,
Geiger,Geiger*in,,,,,,,,,,,,,,,,
Geisteswissenschaftler,Geisteswissenschaftler*in,,,,,,,,,,,,,,,,
Gemeindepräsident,Gemeindepräsidenten*in,Gemeindepräsident*in,,,,,,,,,,,,,,,
Gemeinderät,Gemeinderät*in,,,,,,,,,,,,,,,,
