Schulabgänger,Schulabgänger*innen,,,,,,,,,,,,,,,,,,,,,,,,
Schulabgängeren,Schulabgänger*innen,,,,,,,,,,,,,,,,,,,,,,,,
Schüler,Schülern*innen,Schüler*innen,Schulkinder,Kinder,Jugendliche,die Klasse,Lernende,Beschulte,Klassenmitglieder,Mädchen und Jungen,Schülerschaft,Schülis,Schülerinnen und Schüler,Schülerinnen und Schülern,,,,,,,,,,,
Schüleren,Schüler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Schülervertreter,Schülervertreter*innen,Schulkindervertretung,Vertretung der Lernenden,,,,,,,,,,,,,,,,,,,,,,
Schülervertreteren,Schülervertreter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Schulfreund,Schulfreund*innen,,,,,,,,,,,,,,,,,,,,,,,,
Schulleiter,Schulleiter*innen,Schulleitung,,,,,,,,,,,,,,,,,,,,,,,
Schulleiteren,Schulleiter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Schulsozialarbeiter,Schulsozialarbeiter*innen,Fachkraft für Schulsozialarbeit,,,,,,,,,,,,,,,,,,,,,,,
Schulsozialarbeiteren,Schulsozialarbeiter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Schütz,Schütz*innen,,,,,,,,,,,,,,,,,,,,,,,,
Schützen,Schütz*innen,,,,,,,,,,,,,,,,,,,,,,,,
Seelsorger,Seelsorger*innen,,,,,,,,,,,,,,,,,,,,,,,,
Segler,Segler*innen,Seglerinnen und Seglern,Seglerinnen und Segler,,,,,,,,,,,,,,,,,,,,,,
Segleren,Segler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sekundarschüler,Sekundarschüler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sekundarschüleren,Sekundarschüler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Senator,Senator*innen,,,,,,,,,,,,,,,,,,,,,,,,
Senatsvertreter,Senatsvertreter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Senatsvertreteren,Senatsvertreter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Senegales,Senegales*innen,,,,,,,,,,,,,,,,,,,,,,,,
Senegalesen,Senegales*innen,,,,,,,,,,,,,,,,,,,,,,,,
Senior,Senioren*innen,Senior*innen,ältere Menschen,Menschen im Rentenalter,,,,,,,,,,,,,,,,,,,,,
Sexarbeiter,Sexarbeiter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sexarbeiteren,Sexarbeiter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sexpartner,Sexpartner*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sexpartneren,Sexpartner*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sexualpartner,Sexualpartner*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sexualpartneren,Sexualpartner*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sexualstraftäter,Sexualstraftäter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sexualstraftäteren,Sexualstraftäter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sexworker,Sexworker*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sexworkeren,Sexworker*innen,,,,,,,,,,,,,,,,,,,,,,,,
Siedler,Siedler*innen,Ansässige,Siedelnde,Siedlerinnen und Siedlern,Siedlerinnen und Siedler,,,,,,,,,,,,,,,,,,,,
Siedleren,Siedler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sitznachbar,Sitznachbar*innen,Person neben mir,nebenan sitzende Person,,,,,,,,,,,,,,,,,,,,,,
Sitznachbaren,Sitznachbar*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sklav,Sklav*innen,,,,,,,,,,,,,,,,,,,,,,,,
Soldat,Soldat*innen,Soldatinnen und Soldaten,,,,,,,,,,,,,,,,,,,,,,,
Solist,Solist*innen,Solopart,,,,,,,,,,,,,,,,,,,,,,,
Solokünstler,Solokünstler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Solokünstleren,Solokünstler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sozialarbeiter,Sozialarbeiter*innen,Sozialarbeitende,Fachkräfte der Sozialen Arbeit,Sozialarbeiterinnen und Sozialarbeitern,Sozialarbeiterinnen und Sozialarbeiter,,,,,,,,,,,,,,,,,,,,
Sozialarbeiteren,Sozialarbeiter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sozialdemokrat,Sozialdemokrat*innen,Sozialdemokratinnen und Sozialdemokraten,,,,,,,,,,,,,,,,,,,,,,,
Sozialforscher,Sozialforscher*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sozialforscheren,Sozialforscher*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sozialhilfeempfänger,Sozialhilfeempfänger*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sozialhilfeempfängeren,Sozialhilfeempfänger*innen,,,,,,,,,,,,,,,,,,,,,,,,
Soziolog,Soziolog*innen,,,,,,,,,,,,,,,,,,,,,,,,
Spätaussiedler,Spätaussiedler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Spätaussiedleren,Spätaussiedler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Spaziergänger,Spaziergänger*innen,Personen zu Fuß,,,,,,,,,,,,,,,,,,,,,,,
Spaziergängeren,Spaziergänger*innen,,,,,,,,,,,,,,,,,,,,,,,,
Spekulant,Spekulant*innen,spekulierende Person,,,,,,,,,,,,,,,,,,,,,,,
Spender,Spender*innen,Gebende,Sponsoring,Spenden,,,,,,,,,,,,,,,,,,,,,
Spenderen,Spender*innen,,,,,,,,,,,,,,,,,,,,,,,,
Spezialist,Spezialist*innen,Sachkundige,Fachleute,Sachverständige,Spezialistinnen und Spezialisten,,,,,,,,,,,,,,,,,,,,
Spieler,Spieler*innen,Spielende,Teammitglieder,Spielerinnen und Spieler,Spielerinnen und Spielern,,,,,,,,,,,,,,,,,,,,
Spieleren,Spieler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Spielgefährt,Spielgefährt*innen,,,,,,,,,,,,,,,,,,,,,,,,
Spielkamerad,Spielkamerad*innen,,,,,,,,,,,,,,,,,,,,,,,,
Spitzenkandidat,Spitzenkandidat*innen,,,,,,,,,,,,,,,,,,,,,,,,
Spitzenpolitiker,Spitzenpolitiker*innen,,,,,,,,,,,,,,,,,,,,,,,,
Spitzenpolitikeren,Spitzenpolitiker*innen,,,,,,,,,,,,,,,,,,,,,,,,
Spitzensportler,Spitzensportler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Spitzensportleren,Spitzensportler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sponsor,Sponsor*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sponsoren,Sponsor*innen,Sponsoring,geldgebende Personen/Firmen,unterstützende Personen/Firmen,Sponsoringkreis,Sponsoringbeteiligte,,,,,,,,,,,,,,,,,,,
Sportjournalist,Sportjournalist*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sportler,Sportler*innen,Sporttreibende,Sportlerinnen und Sportlern,,,,,,,,,,,,,,,,,,,,,,
Sportleren,Sportler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sprayer,Sprayer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sprayeren,Sprayer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Sprecher,Sprecher*innen,Sprecherinnen und Sprechern,Sprecherinnen und Sprecher,,,,,,,,,,,,,,,,,,,,,,
Sprecheren,Sprecher*innen,,,,,,,,,,,,,,,,,,,,,,,,
Staatsanwält,Staatsanwält*innen,,,,,,,,,,,,,,,,,,,,,,,,
Staatsbürger,Staatsbürger*innen,Staatsbürgerinnen und Staatsbürger,,,,,,,,,,,,,,,,,,,,,,,
Staatsbürgeren,Staatsbürger*innen,,,,,,,,,,,,,,,,,,,,,,,,
Staatssekretär,Staatssekretär*innen,,,,,,,,,,,,,,,,,,,,,,,,
Stadionbesucher,Stadionbesucher*innen,,,,,,,,,,,,,,,,,,,,,,,,
Stadtbewohner,Stadtbewohner*innen,,,,,,,,,,,,,,,,,,,,,,,,
Stadtbewohneren,Stadtbewohner*innen,,,,,,,,,,,,,,,,,,,,,,,,
Städter,Städter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Städteren,Städter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Stadtteilpolitiker,Stadtteilpolitiker*innen,,,,,,,,,,,,,,,,,,,,,,,,
Stadtteilpolitikeren,Stadtteilpolitiker*innen,,,,,,,,,,,,,,,,,,,,,,,,
Stammkund,Stammkund*innen,,,,,,,,,,,,,,,,,,,,,,,,
Stammwähler,Stammwähler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Stammwähleren,Stammwähler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Steuerfahnder,Steuerfahnder*innen,,,,,,,,,,,,,,,,,,,,,,,,
Steuerfahnderen,Steuerfahnder*innen,,,,,,,,,,,,,,,,,,,,,,,,
Steuerzahler,Steuerzahler*innen,Steuerzahlerinnen und Steuerzahler,Steuerzahlende,,,,,,,,,,,,,,,,,,,,,,
Steuerzahleren,Steuerzahler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Stimmbürger,Stimmbürger*innen,,,,,,,,,,,,,,,,,,,,,,,,
Stimmbürgeren,Stimmbürger*innen,,,,,,,,,,,,,,,,,,,,,,,,
Stipendiat,Stipendiaten*innen,Stipendiat*innen,Geförderte,geförderte Person,Studierende mit Stipendium,,,,,,,,,,,,,,,,,,,,
Straftäter,Straftäter*innen,straffällige Person,,,,,,,,,,,,,,,,,,,,,,,
Straftäteren,Straftäter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Strafverfolger,Strafverfolger*innen,,,,,,,,,,,,,,,,,,,,,,,,
Strafverfolgeren,Strafverfolger*innen,,,,,,,,,,,,,,,,,,,,,,,,
Straßensozialarbeiter,Straßensozialarbeiter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Straßensozialarbeiteren,Straßensozialarbeiter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Streetworker,Streetworker*innen,,,,,,,,,,,,,,,,,,,,,,,,
Streetworkeren,Streetworker*innen,,,,,,,,,,,,,,,,,,,,,,,,
Strippenzieher,Strippenzieher*innen,,,,,,,,,,,,,,,,,,,,,,,,
Stromkund,Stromkund*innen,,,,,,,,,,,,,,,,,,,,,,,,
Student,Studenten*innen,Student*innen,Studis,Studierende,Studi,Mitglied der Studierenden,Studentinnen und Studenten,,,,,,,,,,,,,,,,,,
Studienanfänger,Studienanfänger*innen,Studienbeginnende,Erstsemestrige,,,,,,,,,,,,,,,,,,,,,,
Studienanfängeren,Studienanfänger*innen,,,,,,,,,,,,,,,,,,,,,,,,
Studienautor,Studienautor*innen,,,,,,,,,,,,,,,,,,,,,,,,
Studienteilnehmer,Studienteilnehmer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Studienteilnehmeren,Studienteilnehmer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Studierendenvertreter,Studierendenvertreter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Studierendenvertreteren,Studierendenvertreter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Südamerikaner,Südamerikaner*innen,Südamerikanerinnen und Südamerikanern,Südamerikanerinnen und Südamerikaner,,,,,,,,,,,,,,,,,,,,,,
Sympathisant,Sympathisant*innen,,,,,,,,,,,,,,,,,,,,,,,,
Syrer,Syrer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Syreren,Syrer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Systemadministrator,Systemadministrator*innen,Systemadmin,Systemadministration,,,,,,,,,,,,,,,,,,,,,,
Taiwaner,Taiwaner*innen,,,,,,,,,,,,,,,,,,,,,,,,
Taiwaneren,Taiwaner*innen,,,,,,,,,,,,,,,,,,,,,,,,
Tänzer,Tänzer*innen,Tanzende,Tanzbegeisterte,,,,,,,,,,,,,,,,,,,,,,
Tänzeren,Tänzer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Täter,Täter*innen,Unrechtspersonen,Kriminelle,(Straf-)Tat begangen von... ,Täterinnen und Tätern,,,,,,,,,,,,,,,,,,,,
Täteren,Täter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Taxifahrer,Taxifahrer*innen,Taxifahrerinnen und Taxifahrer,Taxifahrerinnen und Taxifahrern,,,,,,,,,,,,,,,,,,,,,,
Taxifahreren,Taxifahrer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Techniker,Techniker*innen,,,,,,,,,,,,,,,,,,,,,,,,
Technikeren,Techniker*innen,,,,,,,,,,,,,,,,,,,,,,,,
Technokrat,Technokrat*innen,,,,,,,,,,,,,,,,,,,,,,,,
Teenager,Teenager*innen,,,,,,,,,,,,,,,,,,,,,,,,
Teenageren,Teenager*innen,,,,,,,,,,,,,,,,,,,,,,,,
Teilnehmer,Teilnehmer*innen,Teilnehmende,Beteiligte,"alle, die an ... teilnehmen",Anwesende,Anmeldungen,Teilnehmerinnen und Teilnehmer,,,,,,,,,,,,,,,,,,
Teilnehmeren,Teilnehmer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Tennisspieler,Tennisspieler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Tennisspieleren,Tennisspieler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Terrorist,Terrorist*innen,des Terrors verdächtigte Person,Terrorisierende,eines Terroranschlags überführte Person,,,,,,,,,,,,,,,,,,,,,
Tester,Tester*innen,Testende,Testpersonen,Testerinnen und Tester,Testerinnen und Testern,,,,,,,,,,,,,,,,,,,,
Testeren,Tester*innen,,,,,,,,,,,,,,,,,,,,,,,,
Theaterkünstler,Theaterkünstler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Theaterkünstleren,Theaterkünstler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Theatermacher,Theatermacher*innen,,,,,,,,,,,,,,,,,,,,,,,,
Theatermacheren,Theatermacher*innen,,,,,,,,,,,,,,,,,,,,,,,,
Therapeut,Therapeut*innen,therapeutisches Fachpersonal,Therapierende,Therapeutinnen und Therapeuten,,,,,,,,,,,,,,,,,,,,,
Tierrechtsaktivist,Tierrechtsaktivist*innen,,,,,,,,,,,,,,,,,,,,,,,,
Tierschutzaktivist,Tierschutzaktivist*innen,,,,,,,,,,,,,,,,,,,,,,,,
Tierschützer,Tierschützer*innen,Tierschützende,,,,,,,,,,,,,,,,,,,,,,,
Tierschützeren,Tierschützer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Tischnachbar,Tischnachbar*innen,,,,,,,,,,,,,,,,,,,,,,,,
Tourist,Tourist*innen,,,,,,,,,,,,,,,,,,,,,,,,
Träger,Träger*innen,Trägerschaft,verantwortliche Einrichtung/Körperschaft,,,,,,,,,,,,,,,,,,,,,,
Trainer,Trainer*innen,Moderierende,Referierende,Vortragende,Unterrichtende,Lehrende,Trainerinnen und Trainer,,,,,,,,,,,,,,,,,,
Traineren,Trainer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Trucker,Trucker*innen,,,,,,,,,,,,,,,,,,,,,,,,
Truckeren,Trucker*innen,,,,,,,,,,,,,,,,,,,,,,,,
Türsteher,Türsteher*innen,,,,,,,,,,,,,,,,,,,,,,,,
Türsteheren,Türsteher*innen,,,,,,,,,,,,,,,,,,,,,,,,
Übersetzer,Übersetzer*innen,Übersetzende,Literatur Übersetzende,,,,,,,,,,,,,,,,,,,,,,
Übersetzeren,Übersetzer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Ukrainer,Ukrainer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Ukraineren,Ukrainer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Umweltaktivist,Umweltaktivist*innen,,,,,,,,,,,,,,,,,,,,,,,,
Umweltschützer,Umweltschützer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Umweltschützeren,Umweltschützer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Unionspolitiker,Unionspolitiker*innen,,,,,,,,,,,,,,,,,,,,,,,,
Unionspolitikeren,Unionspolitiker*innen,,,,,,,,,,,,,,,,,,,,,,,,
Unternehmer,Unternehmer*innen,Selbstständige,Wirtschaftstreibende,Geschäftsleute,Gewerbe Betreibende,Unternehmerinnen und Unternehmern,Unternehmerinnen und Unternehmer,Selbstständige; Wirtschaftstreibende; Geschäftsleute,,,,,,,,,,,,,,,,,
Unternehmeren,Unternehmer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Unterstützer,Unterstützer*innen,support,Geldgebende,Förderung durch ...,Mitwirkende,Befürwortende,,,,,,,,,,,,,,,,,,,
Unterstützeren,Unterstützer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Unterzeichner,Unterzeichner*innen,Unterzeichnende,Unterschriften,,,,,,,,,,,,,,,,,,,,,,
Unterzeichneren,Unterzeichner*innen,,,,,,,,,,,,,,,,,,,,,,,,
Urheber,Urheber*innen,Person der Urheberschaft,,,,,,,,,,,,,,,,,,,,,,,
Urheberen,Urheber*innen,,,,,,,,,,,,,,,,,,,,,,,,
Urlauber,Urlauber*innen,Reisende,,,,,,,,,,,,,,,,,,,,,,,
Urlauberen,Urlauber*innen,,,,,,,,,,,,,,,,,,,,,,,,
Urlaubsrückkehrer,Urlaubsrückkehrer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Urlaubsrückkehreren,Urlaubsrückkehrer*innen,,,,,,,,,,,,,,,,,,,,,,,,
User,User*innen,Nutzende,"Personen, die Apps/Software nutzen",Mitglieder,,,,,,,,,,,,,,,,,,,,,
Useren,User*innen,,,,,,,,,,,,,,,,,,,,,,,,
Veranstalter,Veranstalter*innen,Einladende,veranstaltet durch/von ... ,Organisation,Ausrichtung,veranstaltet durch; veranstaltet von,,,,,,,,,,,,,,,,,,,
Veranstalteren,Veranstalter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verbandsvertreter,Verbandsvertreter*innen,Vertretungen / Beteiligte der Verbände,,,,,,,,,,,,,,,,,,,,,,,
Verbandsvertreteren,Verbandsvertreter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verbraucher,Verbraucher*innen,Kundschaft,Konsumierende,Privatpersonen,Verbrauchende,,,,,,,,,,,,,,,,,,,,
Verbraucheren,Verbraucher*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verbraucherschützer,Verbraucherschützer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verbraucherschützeren,Verbraucherschützer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verbrecher,Verbrecher*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verbrecheren,Verbrecher*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verfasser,Verfasser*innen,verfasst von,Autorenschaft ,,,,,,,,,,,,,,,,,,,,,,
Verfasseren,Verfasser*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verfassungsrechtler,Verfassungsrechtler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verfassungsrechtleren,Verfassungsrechtler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verfassungsrichter,Verfassungsrichter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verfassungsrichteren,Verfassungsrichter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verfassungsschützer,Verfassungsschützer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verfassungsschützeren,Verfassungsschützer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verfechter,Verfechter*innen,für einen Standpunkt einstehende Person,für ... einstehende Person,,,,,,,,,,,,,,,,,,,,,,
Verfechteren,Verfechter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verhandler,Verhandler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verhandleren,Verhandler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verkäufer,Verkäufer*innen,Kaufhauspersonal,Personal,Verkaufskräfte,Anbietende,Handeltreibende,Verkaufende,Verkäuferinnen und Verkäufer,Verkäuferinnen und Verkäufern,Verkaufspersonal,Angestellten,,,,,,,,,,,,,,
Verkäuferen,Verkäufer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verkehrsteilnehmer,Verkehrsteilnehmer*innen,Verkehrsbeteiligte,,,,,,,,,,,,,,,,,,,,,,,
Verkehrsteilnehmeren,Verkehrsteilnehmer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verleger,Verleger*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verlegeren,Verleger*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verlierer,Verlierer*innen,die Letzten,,,,,,,,,,,,,,,,,,,,,,,
Verliereren,Verlierer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Vermieter,Vermieter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Vermieteren,Vermieter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Vernetzer,Vernetzer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verschwörer,Verschwörer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verschwöreren,Verschwörer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verschwörungsanhänger,Verschwörungsanhänger*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verschwörungsanhängeren,Verschwörungsanhänger*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verschwörungsideolog,Verschwörungsideolog*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verschwörungstheoretiker,Verschwörungstheoretiker*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verschwörungstheoretikeren,Verschwörungstheoretiker*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verteidiger,Verteidiger*innen,Rechtsvertretung,Verteidigung,Verteidigung; Rechtsvertretung,,,,,,,,,,,,,,,,,,,,,
Verteidigeren,Verteidiger*innen,,,,,,,,,,,,,,,,,,,,,,,,
Vertragsarbeiter,Vertragsarbeiter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Vertragsarbeiteren,Vertragsarbeiter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Vertreter,Vertreter*innen,vertreten durch,Vertretung,Delegierte,Abgesandte,Abgeordnete,Beauftragte,Mitglieder,Vertretende,Vertreterinnen und Vertretern,Vertreterinnen und Vertreter,,,,,,,,,,,,,,
Vertreteren,Vertreter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verursacher,Verursacher*innen,Verursachende,,,,,,,,,,,,,,,,,,,,,,,
Verursacheren,Verursacher*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verwaltungsmitarbeiter,Verwaltungsmitarbeiter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Verwaltungsmitarbeiteren,Verwaltungsmitarbeiter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Veteran,Veteran*innen,ehemalige Kriegsteilnehmende,Altgediente,altgediente Person,,,,,,,,,,,,,,,,,,,,,
Videokünstler,Videokünstler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Videokünstleren,Videokünstler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Viertklässler,Viertklässler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Viertklässleren,Viertklässler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Vietnames,Vietnames*innen,,,,,,,,,,,,,,,,,,,,,,,,
Virolog,Virolog*innen,,,,,,,,,,,,,,,,,,,,,,,,
Vizepräsident,Vizepräsident*innen,Vizevorsitz,Vizepräsidentschaft,Vize,,,,,,,,,,,,,,,,,,,,,
Volksvertreter,Volksvertreter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Volksvertreteren,Volksvertreter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Vollstrecker,Vollstrecker*innen,,,,,,,,,,,,,,,,,,,,,,,,
Vollstreckeren,Vollstrecker*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wähler,Wähler*innen,Wahlberechtigte,"alle, die zur Wahl gegangen sind",Stimmberechtigte,Wahlvolk,Wählerinnen und Wähler,Wählerinnen und Wählern,,,,,,,,,,,,,,,,,,
Wähleren,Wähler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wahlhelfer,Wahlhelfer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wahlhelferen,Wahlhelfer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wahlkämpfer,Wahlkämpfer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wahlkämpferen,Wahlkämpfer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wahlkampfhelfer,Wahlkampfhelfer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wahlkampfhelferen,Wahlkampfhelfer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Waldbesetzer,Waldbesetzer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Waldbesetzeren,Waldbesetzer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Waldbesitzer,Waldbesitzer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Waldbesitzeren,Waldbesitzer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wanderarbeiter,Wanderarbeiter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wanderarbeiteren,Wanderarbeiter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wechselwähler,Wechselwähler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wechselwähleren,Wechselwähler*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wegbegleiter,Wegbegleiter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wegbegleiteren,Wegbegleiter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Weggefährt,Weggefährt*innen,,,,,,,,,,,,,,,,,,,,,,,,
Werber,Werber*innen,,,,,,,,,,,,,,,,,,,,,,,,
Werkvertragsarbeiter,Werkvertragsarbeiter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Werkvertragsarbeiteren,Werkvertragsarbeiter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Westeuropäer,Westeuropäer*innen,Westeuropäerinnen und Westeuropäern,Westeuropäerinnen und Westeuropäer,,,,,,,,,,,,,,,,,,,,,,
Westeuropäeren,Westeuropäer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wettkämpfer,Wettkämpfer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wettkämpferen,Wettkämpfer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Whistleblower,Whistleblower*innen,,,,,,,,,,,,,,,,,,,,,,,,
Whistlebloweren,Whistleblower*innen,,,,,,,,,,,,,,,,,,,,,,,,
Widersacher,Widersacher*innen,Widerpart,Konkurrenz,,,,,,,,,,,,,,,,,,,,,,
Widersacheren,Widersacher*innen,,,,,,,,,,,,,,,,,,,,,,,,
Widerstandskämpfer,Widerstandskämpfer*innen,Widerstandsleistende,,,,,,,,,,,,,,,,,,,,,,,
Widerstandskämpferen,Widerstandskämpfer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wiener,Wiener*innen,Wienerinnen und Wiener,,,,,,,,,,,,,,,,,,,,,,,
Wieneren,Wiener*innen,,,,,,,,,,,,,,,,,,,,,,,,
Winzer,Winzer*innen,Winzerinnen und Winzer,Winzerinnen und Winzern,,,,,,,,,,,,,,,,,,,,,,
Winzeren,Winzer*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wirt,Wirt*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wirtschaftsvertreter,Wirtschaftsvertreter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wirtschaftsvertreteren,Wirtschaftsvertreter*innen,,,,,,,,,,,,,,,,,,,,,,,,
Wirtschaftswissenschaftler,Wirtschaftswissenschaftler*innen,Forschende der Wirtschaft(swissenschaft),,,,,,,,,,,,,,,,,,,,,,,
Wirtschaftswissenschaftleren,Wirtschaftswissenschaftler*innen,,,,,,,,,,,,,,,,,,,,,,,,
